21386091465,DM259360392BR,not_delivered,returned
21385945377,DM255280623BR,not_delivered,returned
21384706758,3867500000003430393,not_delivered,returning_to_sender
21384842675,3867500000003351464,not_delivered,returning_to_sender
21384942644,3867500000003295577,not_delivered,returning_to_sender
21384975344,3867500000003272561,not_delivered,returning_to_sender
21385052108,3867500000003297943,not_delivered,returning_to_sender
21385338048,3867500000003331136,not_delivered,returning_to_sender
21385478368,3867500000003484112,not_delivered,returning_to_sender
21385560285,3867500000003373810,not_delivered,returning_to_sender
21385659690,3867500000003428875,not_delivered,returning_to_sender
21385704432,3867500000003405864,not_delivered,returning_to_sender
21385729253,3867500000003436235,not_delivered,returning_to_sender
21385755595,3867500000003459649,not_delivered,returning_to_sender
21385770044,3867500000003388488,not_delivered,returning_to_sender
21385801985,3867500000003413618,not_delivered,returning_to_sender
21385878732,3867500000003490214,not_delivered,returning_to_sender
21385946910,3867500000003508044,not_delivered,returning_to_sender
21385978624,3867500000003487784,not_delivered,returning_to_sender
21385989301,3867500000003498662,not_delivered,returning_to_sender
21386100291,3867500000003506830,not_delivered,returning_to_sender
21386150530,3867500000003594578,not_delivered,returning_to_sender
21386180766,3867500000003533354,not_delivered,returning_to_sender
21386364575,3867500000003584090,not_delivered,returning_to_sender
21386470855,3867500000003578958,not_delivered,returning_to_sender
21386564024,3867500000003637521,not_delivered,returning_to_sender
21386642062,3867500000003619677,not_delivered,returning_to_sender
21386778594,3867500000003620143,not_delivered,returning_to_sender
21386815590,3867500000003660639,not_delivered,returning_to_sender
21386835655,3867500000003646437,not_delivered,returning_to_sender
21387015870,3867500000003653228,not_delivered,returning_to_sender
21387044413,3867500000003667963,not_delivered,returning_to_sender
21387338068,3867500000003698148,not_delivered,returning_to_sender
21383440004,3867500000003108257,not_delivered,returning_to_sender
21384089953,3867500000003167183,not_delivered,returning_to_sender
21380531068,PD995345777BR,not_delivered,stolen
21383295685,PI053800630BR,not_delivered,stolen
21383609988,PI067759314BR,not_delivered,stolen
21383743805,PI079464039BR,not_delivered,stolen
21383768312,PI077071961BR,not_delivered,stolen
21383777737,PI073497997BR,not_delivered,stolen
21384044637,PI079753058BR,not_delivered,stolen
21384222088,PI086560000BR,not_delivered,stolen
21384325190,PI087613715BR,not_delivered,stolen
21384479308,PI086696299BR,not_delivered,stolen
21384487135,PI097891585BR,not_delivered,stolen
21384503674,PI094610737BR,not_delivered,stolen
21384504700,PI087657742BR,not_delivered,stolen
21384511489,DM243881965BR,not_delivered,stolen
21384540537,PI091640712BR,not_delivered,stolen
21384813367,PI099191847BR,not_delivered,stolen
21384927127,PI105231397BR,not_delivered,stolen
21385004733,PI113517578BR,not_delivered,stolen
21385084858,PI105193835BR,not_delivered,stolen
21385088081,PI111696939BR,not_delivered,stolen
21385118188,PI106047661BR,not_delivered,stolen
21385128134,PI110439562BR,not_delivered,stolen
21385179572,PI110521865BR,not_delivered,stolen
21385292738,PI112837099BR,not_delivered,stolen
21385293414,DM250119215BR,not_delivered,stolen
21385297433,PI112869318BR,not_delivered,stolen
21385422598,DG800016047BR,not_delivered,stolen
21385444718,PI120737614BR,not_delivered,stolen
21385471273,DG800004826BR,not_delivered,stolen
21385576975,PI117356995BR,not_delivered,stolen
21385606258,PI118628920BR,not_delivered,stolen
21385630913,PI120417487BR,not_delivered,stolen
21385650960,PI120883223BR,not_delivered,stolen
21385667903,PI122379557BR,not_delivered,stolen
21385694076,PI124225068BR,not_delivered,stolen
21385736057,PI130006778BR,not_delivered,stolen
21385747460,DM255312913BR,not_delivered,stolen
21385812786,PI120923316BR,not_delivered,stolen
21385850519,DM255284996BR,not_delivered,stolen
21385998381,PI130019785BR,not_delivered,stolen
21386024007,PI130057032BR,not_delivered,stolen
21386109309,DM259362053BR,not_delivered,stolen
21386316911,DM265883813BR,not_delivered,stolen
21386319382,DM261732075BR,not_delivered,stolen
21386325182,PI135864407BR,not_delivered,stolen
21386470219,PI135996266BR,not_delivered,stolen
21386489188,DG819563521BR,not_delivered,stolen
21386514158,PI136537195BR,not_delivered,stolen
21386527752,DM265319099BR,not_delivered,stolen
21386706345,DM265390005BR,not_delivered,stolen
21386828760,DM267334023BR,not_delivered,stolen
21386947643,PI143353572BR,not_delivered,stolen
21386968539,PI141316585BR,not_delivered,stolen
21386976173,DM267311169BR,not_delivered,stolen
21387570434,DM270726444BR,not_delivered,stolen
21387871986,DM274519561BR,not_delivered,stolen